MsgID.LOCAL_POSITION,1522889116.4542289,26.3705215,28.1884193,-2.6765013
MsgID.LOCAL_VELOCITY,1522889116.4542289,-1.9546537,4.5332174,-0.1159826
MsgID.GLOBAL_POSITION,1522889116.7048950,-122.3954242,37.7935143,2.6780000
MsgID.LOCAL_VELOCITY,1522889116.7048950,-3.0200000,3.6100000,-0.1400000
MsgID.LOCAL_POSITION,1522889116.7050838,25.8678665,29.1296349,-2.6781468
MsgID.LOCAL_VELOCITY,1522889116.7050838,-3.0247200,3.6185708,-0.1482213
MsgID.GLOBAL_POSITION,1522889116.9544041,-122.3954154,37.7935057,2.6910000
MsgID.LOCAL_VELOCITY,1522889116.9544041,-3.9700000,2.6300000,-0.0900000
MsgID.LOCAL_POSITION,1522889116.9546161,24.9058876,29.9085083,-2.6918235
MsgID.LOCAL_VELOCITY,1522889116.9546161,-3.9774261,2.6320195,-0.0998254
MsgID.LOCAL_POSITION,1522889117.2056901,23.7733879,30.4472466,-2.6890173
MsgID.LOCAL_VELOCITY,1522889117.2056901,-4.6877575,1.8382374,-0.0004470
MsgID.GLOBAL_POSITION,1522889117.2059419,-122.3954094,37.7934955,2.6890000
MsgID.LOCAL_VELOCITY,1522889117.2059419,-4.6800000,1.8300000,0.0000000
MsgID.STATE,1522889117.4212999,True,True
MsgID.GLOBAL_HOME,1522889117.4215219,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522889117.4566231,22.5019016,30.9274578,-2.7023003
MsgID.LOCAL_VELOCITY,1522889117.4566231,-5.5422325,0.9539108,-0.0226382
MsgID.GLOBAL_POSITION,1522889117.4569340,-122.3954040,37.7934840,2.7020000
MsgID.LOCAL_VELOCITY,1522889117.4569340,-5.5400000,0.9500000,-0.0200000
MsgID.GLOBAL_POSITION,1522889117.7049448,-122.3954045,37.7934720,2.7110000
MsgID.LOCAL_VELOCITY,1522889117.7049448,-6.1600000,0.2800000,0.1200000
MsgID.LOCAL_POSITION,1522889117.7051361,21.1611862,30.8830853,-2.7115471
MsgID.LOCAL_VELOCITY,1522889117.7051361,-6.1695895,0.2839845,0.1227305
MsgID.LOCAL_POSITION,1522889117.9562528,19.5955048,30.8506126,-2.7028627
MsgID.LOCAL_VELOCITY,1522889117.9562528,-6.9403176,-0.4358322,0.1234697
MsgID.GLOBAL_POSITION,1522889117.9565270,-122.3954048,37.7934579,2.7020000
MsgID.LOCAL_VELOCITY,1522889117.9565270,-6.9400000,-0.4300000,0.1200000
MsgID.LOCAL_POSITION,1522889118.2051930,17.7996769,30.7268295,-2.7042439
MsgID.LOCAL_VELOCITY,1522889118.2051930,-7.6075835,-0.9874445,0.1198449
MsgID.GLOBAL_POSITION,1522889118.2054441,-122.3954062,37.7934417,2.7040000
MsgID.LOCAL_VELOCITY,1522889118.2054441,-7.6000000,-0.9800000,0.1100000
MsgID.STATE,1522889118.4214752,True,True
MsgID.GLOBAL_HOME,1522889118.4216950,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522889118.4569569,-122.3954115,37.7934212,2.7100000
MsgID.LOCAL_VELOCITY,1522889118.4569569,-8.2600000,-1.4800000,0.1000000
MsgID.LOCAL_POSITION,1522889118.4572339,15.5191164,30.2576923,-2.7100081
MsgID.LOCAL_VELOCITY,1522889118.4572339,-8.2628069,-1.4894211,0.1044451
MsgID.GLOBAL_POSITION,1522889118.7063401,-122.3954146,37.7934039,2.6980000
MsgID.LOCAL_VELOCITY,1522889118.7063401,-8.4900000,-1.6800000,0.1600000
MsgID.LOCAL_POSITION,1522889118.7065339,13.5981750,29.9852085,-2.6980076
MsgID.LOCAL_VELOCITY,1522889118.7065339,-8.4993000,-1.6802394,0.1634036
MsgID.GLOBAL_POSITION,1522889118.9562721,-122.3954199,37.7933852,2.6960000
MsgID.LOCAL_VELOCITY,1522889118.9562721,-8.6200000,-1.8100000,0.0300000
MsgID.LOCAL_POSITION,1522889118.9564722,11.5249300,29.5079994,-2.6969352
MsgID.LOCAL_VELOCITY,1522889118.9564722,-8.6227589,-1.8186052,0.0333698
MsgID.GLOBAL_POSITION,1522889119.2052889,-122.3954242,37.7933655,2.6910000
MsgID.LOCAL_VELOCITY,1522889119.2052889,-8.6400000,-1.8600000,0.0600000
MsgID.LOCAL_POSITION,1522889119.2054839,9.3298054,29.1299858,-2.6910999
MsgID.LOCAL_VELOCITY,1522889119.2054839,-8.6442652,-1.8612088,0.0620767
MsgID.STATE,1522889119.4217658,True,True
MsgID.GLOBAL_HOME,1522889119.4219949,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522889119.4572139,-122.3954281,37.7933442,2.6870000
MsgID.LOCAL_VELOCITY,1522889119.4572139,-8.6500000,-1.9400000,0.0100000
MsgID.LOCAL_POSITION,1522889119.4574981,6.9683938,28.7810307,-2.6877985
MsgID.LOCAL_VELOCITY,1522889119.4574981,-8.6592960,-1.9436544,0.0111592
MsgID.LOCAL_POSITION,1522889119.7057950,5.0464759,28.1110172,-2.6951697
MsgID.LOCAL_VELOCITY,1522889119.7057950,-8.6461945,-2.0601301,-0.0354103
MsgID.GLOBAL_POSITION,1522889119.7060449,-122.3954357,37.7933269,2.6950000
MsgID.LOCAL_VELOCITY,1522889119.7060449,-8.6400000,-2.0600000,-0.0300000
MsgID.LOCAL_POSITION,1522889119.9566159,2.7407434,27.5911522,-2.6978033
MsgID.LOCAL_VELOCITY,1522889119.9566159,-8.4221458,-1.9182512,0.0288511
MsgID.GLOBAL_POSITION,1522889119.9568782,-122.3954415,37.7933062,2.6970000
MsgID.LOCAL_VELOCITY,1522889119.9568782,-8.4200000,-1.9100000,0.0200000
MsgID.GLOBAL_POSITION,1522889120.2063990,-122.3954443,37.7932906,2.6910000
MsgID.LOCAL_VELOCITY,1522889120.2063990,-7.0300000,-1.5500000,0.0500000
MsgID.LOCAL_POSITION,1522889120.2067101,1.0109234,27.3415375,-2.6912920
MsgID.LOCAL_VELOCITY,1522889120.2067101,-7.0309243,-1.5569390,0.0571842
MsgID.STATE,1522889120.4215438,True,True
MsgID.GLOBAL_HOME,1522889120.4218519,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522889120.4568830,-122.3954513,37.7932755,2.6910000
MsgID.LOCAL_VELOCITY,1522889120.4568830,-5.0100000,-1.1700000,0.0000000
MsgID.LOCAL_POSITION,1522889120.4570730,-0.6620084,26.7175732,-2.6916010
MsgID.LOCAL_VELOCITY,1522889120.4570730,-5.0115376,-1.1707157,-0.0098410
MsgID.GLOBAL_POSITION,1522889120.7064559,-122.3954534,37.7932652,2.6970000
MsgID.LOCAL_VELOCITY,1522889120.7064559,-3.7500000,-1.3600000,-0.0400000
MsgID.LOCAL_POSITION,1522889120.7066450,-1.8163751,26.5341644,-2.6978562
MsgID.LOCAL_VELOCITY,1522889120.7066450,-3.7588975,-1.3609467,-0.0470998
MsgID.GLOBAL_POSITION,1522889120.9571981,-122.3954582,37.7932581,2.7040000
MsgID.LOCAL_VELOCITY,1522889120.9571981,-2.9900000,-2.4500000,0.0000000
MsgID.LOCAL_POSITION,1522889120.9574981,-2.6023395,26.1081581,-2.7047210
MsgID.LOCAL_VELOCITY,1522889120.9574981,-2.9968863,-2.4514143,0.0062183
MsgID.GLOBAL_POSITION,1522889121.2070720,-122.3954669,37.7932529,2.7000000
MsgID.LOCAL_VELOCITY,1522889121.2070720,-2.3200000,-3.3500000,0.0800000
MsgID.LOCAL_POSITION,1522889121.2072651,-3.1829474,25.3348713,-2.7000587
